asciiname,lat,lon,country,admin_code,tz,population,country_name,region,sub_region
Fuxin,42.05889,121.745,CN,19,Asia/Shanghai,57356,China,Asia,Eastern Asia
Fuxin,42.01556,121.65889,CN,19,Asia/Shanghai,689050,China,Asia,Eastern Asia
Fushun,41.85583,123.92333000000001,CN,19,Asia/Shanghai,1400646,China,Asia,Eastern Asia
Fuli,46.72167,131.13944,CN,08,Asia/Harbin,59160,China,Asia,Eastern Asia
Fujin,47.26,132.03222,CN,08,Asia/Harbin,89442,China,Asia,Eastern Asia
Beichengqu,40.43944,113.15361,CN,20,Asia/Chongqing,72444,China,Asia,Eastern Asia
Fengcheng,40.45361,124.07167,CN,19,Asia/Shanghai,120514,China,Asia,Eastern Asia
Erdaojiang,41.77639,126.03194,CN,05,Asia/Harbin,60831,China,Asia,Eastern Asia
Dunhua,43.3725,128.2425,CN,05,Asia/Harbin,148844,China,Asia,Eastern Asia
Dongning,44.06219,131.12075,CN,08,Asia/Harbin,61440,China,Asia,Eastern Asia
Dongling,41.81444,123.57583,CN,19,Asia/Shanghai,171454,China,Asia,Eastern Asia
Dongfeng,42.64031,125.51176,CN,05,Asia/Harbin,67820,China,Asia,Eastern Asia
Dongxing,45.36088,130.78679,CN,08,Asia/Harbin,109561,China,Asia,Eastern Asia
Dehui,44.53333,125.7,CN,05,Asia/Harbin,108818,China,Asia,Eastern Asia
Datong,40.09361,113.29139,CN,24,Asia/Shanghai,1052678,China,Asia,Eastern Asia
Dashitou,43.30667,128.51139,CN,05,Asia/Harbin,65683,China,Asia,Eastern Asia
Dashiqiao,40.63732,122.50251,CN,19,Asia/Shanghai,80223,China,Asia,Eastern Asia
Daqing,46.58333,125,CN,08,Asia/Harbin,203488,China,Asia,Eastern Asia
Dandong,40.12917,124.39472,CN,19,Asia/Shanghai,631973,China,Asia,Eastern Asia
Linghai,41.16528,121.36667,CN,19,Asia/Shanghai,56176,China,Asia,Eastern Asia
Dalai,45.5,124.3,CN,05,Asia/Harbin,93297,China,Asia,Eastern Asia
Chifeng,42.26833,118.96361,CN,20,Asia/Shanghai,346654,China,Asia,Eastern Asia
Chengzihe,45.33333,131.06667,CN,08,Asia/Harbin,98188,China,Asia,Eastern Asia
Chengde,40.9725,117.93611,CN,10,Asia/Shanghai,449325,China,Asia,Eastern Asia
Chaoyang,42.66223,126.0263,CN,05,Asia/Harbin,75347,China,Asia,Eastern Asia
Chaoyang,41.57028,120.45861,CN,19,Asia/Shanghai,410005,China,Asia,Eastern Asia
Changtu,42.77884,124.09545,CN,19,Asia/Shanghai,71284,China,Asia,Eastern Asia
Changping,40.21612,116.23471,CN,22,Asia/Shanghai,93174,China,Asia,Eastern Asia
Changling,44.26532,124.00045,CN,05,Asia/Harbin,55841,China,Asia,Eastern Asia
Changchun,43.88,125.32278,CN,05,Asia/Harbin,2537421,China,Asia,Eastern Asia
Chaihe,44.7598,129.67826,CN,08,Asia/Harbin,67963,China,Asia,Eastern Asia
Boli,45.75279,130.57211,CN,08,Asia/Harbin,95260,China,Asia,Eastern Asia
Binzhou,45.75281,127.47986,CN,08,Asia/Harbin,62017,China,Asia,Eastern Asia
Benxi,41.28861,123.765,CN,19,Asia/Shanghai,987717,China,Asia,Eastern Asia
Beipiao,41.79194,120.77917,CN,19,Asia/Shanghai,154999,China,Asia,Eastern Asia
Bei'an,48.26667,126.6,CN,08,Asia/Harbin,436444,China,Asia,Eastern Asia
Bayan,46.07556,127.3984,CN,08,Asia/Harbin,55186,China,Asia,Eastern Asia
Baotou,40.65222,109.82222,CN,20,Asia/Chongqing,1301768,China,Asia,Eastern Asia
Baoshan,46.55861,131.42444,CN,08,Asia/Harbin,123791,China,Asia,Eastern Asia
Baoqing,46.33167,132.21111,CN,08,Asia/Harbin,62991,China,Asia,Eastern Asia
Bamiantong,44.91738,130.52,CN,08,Asia/Harbin,66170,China,Asia,Eastern Asia
Baishishan,43.58333,127.56667,CN,05,Asia/Harbin,56992,China,Asia,Eastern Asia
Baiquan,47.60605,126.08481,CN,08,Asia/Harbin,70472,China,Asia,Eastern Asia
Baicheng,45.60746,122.82076,CN,05,Asia/Harbin,316970,China,Asia,Eastern Asia
Baishan,41.93853,126.41965,CN,05,Asia/Harbin,183880,China,Asia,Eastern Asia
Anshan,41.12361,122.99,CN,19,Asia/Shanghai,1199275,China,Asia,Eastern Asia
Anda,46.40202,125.31454,CN,08,Asia/Harbin,181271,China,Asia,Eastern Asia
Oroqen Zizhiqi,50.56667,123.71667,CN,20,Asia/Shanghai,61582,China,Asia,Eastern Asia
Acheng,45.54545,126.97703,CN,08,Asia/Harbin,144665,China,Asia,Eastern Asia
Songling,40.30806,118.27056,CN,10,Asia/Shanghai,52277,China,Asia,Eastern Asia
Shilin,24.81878,103.33237,CN,29,Asia/Chongqing,55000,China,Asia,Eastern Asia
Changshu City,31.64615,120.74221,CN,04,Asia/Shanghai,1047700,China,Asia,Eastern Asia
Shixing,24.94824,114.06572,CN,30,Asia/Shanghai,72996,China,Asia,Eastern Asia
Jiashan,30.84918,120.92583,CN,02,Asia/Shanghai,137112,China,Asia,Eastern Asia
Fenghuang,27.93557,109.59961,CN,11,Asia/Shanghai,370000,China,Asia,Eastern Asia
Zhu Cheng City,35.99502,119.40259,CN,25,Asia/Shanghai,1000000,China,Asia,Eastern Asia
Shangri-La,27.82511,99.70779,CN,29,Asia/Chongqing,130000,China,Asia,Eastern Asia
Ordos,39.6086,109.78157,CN,20,Asia/Chongqing,1940653,China,Asia,Eastern Asia
Wenshan City,23.36306,104.25047000000001,CN,29,Asia/Chongqing,450000,China,Asia,Eastern Asia
Liupanshui,26.59444,104.83333,CN,18,Asia/Chongqing,251900,China,Asia,Eastern Asia
Zipaquira,5.02208,-74.00481,CO,33,America/Bogota,91235,Colombia,Americas,Latin America and the Caribbean
Yumbo,3.58234,-76.49146,CO,29,America/Bogota,71436,Colombia,Americas,Latin America and the Caribbean
Yopal,5.33775,-72.39586,CO,32,America/Bogota,61029,Colombia,Americas,Latin America and the Caribbean
Villavicencio,4.142,-73.62664,CO,19,America/Bogota,321717,Colombia,Americas,Latin America and the Caribbean
Villa del Rosario,7.83389,-72.47417,CO,21,America/Bogota,64951,Colombia,Americas,Latin America and the Caribbean
Valledupar,10.46314,-73.25322,CO,10,America/Bogota,308237,Colombia,Americas,Latin America and the Caribbean
Turbo,8.09368,-76.72691,CO,02,America/Bogota,50508,Colombia,Americas,Latin America and the Caribbean
Turbaco,10.32944,-75.41137,CO,35,America/Bogota,56171,Colombia,Americas,Latin America and the Caribbean
Tunja,5.53528,-73.36778,CO,36,America/Bogota,117479,Colombia,Americas,Latin America and the Caribbean
Tumaco,1.79861,-78.81556,CO,20,America/Bogota,86713,Colombia,Americas,Latin America and the Caribbean
Tulua,4.08466,-76.19536,CO,29,America/Bogota,165501,Colombia,Americas,Latin America and the Caribbean
Soledad,10.91843,-74.76459,CO,04,America/Bogota,342556,Colombia,Americas,Latin America and the Caribbean
Sogamoso,5.71434,-72.93391,CO,36,America/Bogota,126551,Colombia,Americas,Latin America and the Caribbean
Soacha,4.57937,-74.21682,CO,33,America/Bogota,313945,Colombia,Americas,Latin America and the Caribbean
Sincelejo,9.30472,-75.39778,CO,27,America/Bogota,261187,Colombia,Americas,Latin America and the Caribbean
Santa Rosa de Cabal,4.86806,-75.62139,CO,24,America/Bogota,57928,Colombia,Americas,Latin America and the Caribbean
Santa Marta,11.24079,-74.19904,CO,38,America/Bogota,431781,Colombia,Americas,Latin America and the Caribbean
San Andres,12.58472,-81.70056,CO,25,America/Bogota,58257,Colombia,Americas,Latin America and the Caribbean
Sahagun,8.94616,-75.44275,CO,12,America/Bogota,59188,Colombia,Americas,Latin America and the Caribbean
Sabanalarga,10.62962,-74.92063,CO,04,America/Bogota,68535,Colombia,Americas,Latin America and the Caribbean
Rionegro,6.15515,-75.37371,CO,02,America/Bogota,62291,Colombia,Americas,Latin America and the Caribbean
Riohacha,11.54444,-72.90722,CO,17,America/Bogota,92431,Colombia,Americas,Latin America and the Caribbean
Quibdo,5.69472,-76.66111,CO,11,America/Bogota,75104,Colombia,Americas,Latin America and the Caribbean
Puerto Tejada,3.23114,-76.41668,CO,09,America/Bogota,53674,Colombia,Americas,Latin America and the Caribbean
Popayan,2.43823,-76.61316,CO,09,America/Bogota,258653,Colombia,Americas,Latin America and the Caribbean
Pitalito,1.84966,-76.04785,CO,16,America/Bogota,53685,Colombia,Americas,Latin America and the Caribbean
Piedecuesta,6.98789,-73.04953,CO,26,America/Bogota,86387,Colombia,Americas,Latin America and the Caribbean
Pereira,4.81333,-75.69611,CO,24,America/Bogota,440118,Colombia,Americas,Latin America and the Caribbean
Pasto,1.21361,-77.28111,CO,20,America/Bogota,382236,Colombia,Americas,Latin America and the Caribbean
Pamplona,7.37565,-72.64795,CO,21,America/Bogota,53587,Colombia,Americas,Latin America and the Caribbean
Palmira,3.53944,-76.30361,CO,29,America/Bogota,247986,Colombia,Americas,Latin America and the Caribbean
Ocana,8.2377300000000009,-73.35604,CO,21,America/Bogota,83511,Colombia,Americas,Latin America and the Caribbean
Neiva,2.9273,-75.28188,CO,16,America/Bogota,352855,Colombia,Americas,Latin America and the Caribbean
Monteria,8.74798,-75.88143,CO,12,America/Bogota,272420,Colombia,Americas,Latin America and the Caribbean
Montelibano,7.97917,-75.4202,CO,12,America/Bogota,85000,Colombia,Americas,Latin America and the Caribbean
Medellin,6.25184,-75.56359,CO,02,America/Bogota,1999979,Colombia,Americas,Latin America and the Caribbean
Manizales,5.06889,-75.51738,CO,37,America/Bogota,357814,Colombia,Americas,Latin America and the Caribbean
Malambo,10.85953,-74.77386,CO,04,America/Bogota,101534,Colombia,Americas,Latin America and the Caribbean
Maicao,11.38321,-72.24321,CO,17,America/Bogota,130348,Colombia,Americas,Latin America and the Caribbean
Magangue,9.24202,-74.75467,CO,35,America/Bogota,100313,Colombia,Americas,Latin America and the Caribbean
Madrid,4.73244,-74.26419,CO,33,America/Bogota,50437,Colombia,Americas,Latin America and the Caribbean
Los Patios,7.83793,-72.5037,CO,21,America/Bogota,58661,Colombia,Americas,Latin America and the Caribbean
La Dorada,5.44783,-74.66311,CO,37,America/Bogota,81950,Colombia,Americas,Latin America and the Caribbean
Itagui,6.18461,-75.59913,CO,02,America/Bogota,281853,Colombia,Americas,Latin America and the Caribbean
Ipiales,0.83018,-77.64959,CO,20,America/Bogota,77729,Colombia,Americas,Latin America and the Caribbean
Ibague,4.43889,-75.23222,CO,28,America/Bogota,421685,Colombia,Americas,Latin America and the Caribbean
Giron,7.0682,-73.16981,CO,26,America/Bogota,108466,Colombia,Americas,Latin America and the Caribbean
Girardot,4.29866,-74.80468,CO,33,America/Bogota,130289,Colombia,Americas,Latin America and the Caribbean
Fusagasuga,4.33646,-74.36378,CO,33,America/Bogota,88820,Colombia,Americas,Latin America and the Caribbean
Funza,4.71638,-74.21195,CO,33,America/Bogota,54421,Colombia,Americas,Latin America and the Caribbean
Fundacion,10.52066,-74.18504,CO,38,America/Bogota,59175,Colombia,Americas,Latin America and the Caribbean
Floridablanca,7.06222,-73.08644,CO,26,America/Bogota,252267,Colombia,Americas,Latin America and the Caribbean
Florencia,1.61438,-75.60623,CO,08,America/Bogota,130337,Colombia,Americas,Latin America and the Caribbean
Facatativa,4.81367,-74.35453,CO,33,America/Bogota,94611,Colombia,Americas,Latin America and the Caribbean
Espinal,4.14924,-74.88429,CO,28,America/Bogota,56213,Colombia,Americas,Latin America and the Caribbean
Envigado,6.17591,-75.59174,CO,02,America/Bogota,163007,Colombia,Americas,Latin America and the Caribbean
El Banco,9.00114,-73.97581,CO,38,America/Bogota,54522,Colombia,Americas,Latin America and the Caribbean
Duitama,5.8245,-73.03408,CO,36,America/Bogota,92040,Colombia,Americas,Latin America and the Caribbean
Dos Quebradas,4.83916,-75.66726,CO,24,America/Bogota,179583,Colombia,Americas,Latin America and the Caribbean
Cucuta,7.89391,-72.50782,CO,21,America/Bogota,721398,Colombia,Americas,Latin America and the Caribbean
Cienaga,11.00703,-74.24765,CO,38,America/Bogota,88311,Colombia,Americas,Latin America and the Caribbean
Chinchina,4.9825,-75.60361,CO,37,America/Bogota,68512,Colombia,Americas,Latin America and the Caribbean
Chia,4.85876,-74.05866,CO,33,America/Bogota,64569,Colombia,Americas,Latin America and the Caribbean
Cerete,8.88479,-75.79052,CO,12,America/Bogota,55513,Colombia,Americas,Latin America and the Caribbean
Caucasia,7.98654,-75.19349,CO,02,America/Bogota,58034,Colombia,Americas,Latin America and the Caribbean
Cartago,4.74639,-75.91167,CO,29,America/Bogota,134827,Colombia,Americas,Latin America and the Caribbean
Cartagena,10.39972,-75.51444,CO,35,America/Bogota,952024,Colombia,Americas,Latin America and the Caribbean
Cali,3.43722,-76.5225,CO,29,America/Bogota,2392877,Colombia,Americas,Latin America and the Caribbean
Caldas,6.09106,-75.63569,CO,02,America/Bogota,65565,Colombia,Americas,Latin America and the Caribbean
Calarca,4.52949,-75.64091,CO,23,America/Bogota,62170,Colombia,Americas,Latin America and the Caribbean
Buga,3.90089,-76.29783,CO,29,America/Bogota,118004,Colombia,Americas,Latin America and the Caribbean
Buenaventura,3.8801,-77.03116,CO,29,America/Bogota,240387,Colombia,Americas,Latin America and the Caribbean
Bucaramanga,7.12539,-73.1198,CO,26,America/Bogota,571820,Colombia,Americas,Latin America and the Caribbean
Bogota,4.60971,-74.08175,CO,34,America/Bogota,7674366,Colombia,Americas,Latin America and the Caribbean
Bello,6.33732,-75.55795,CO,02,America/Bogota,392939,Colombia,Americas,Latin America and the Caribbean
Barranquilla,10.96854,-74.78132,CO,04,America/Bogota,1380425,Colombia,Americas,Latin America and the Caribbean
Barrancabermeja,7.06528,-73.85472,CO,26,America/Bogota,191403,Colombia,Americas,Latin America and the Caribbean
Armenia,4.53389,-75.68111,CO,23,America/Bogota,315328,Colombia,Americas,Latin America and the Caribbean
Arjona,10.25444,-75.34389,CO,35,America/Bogota,50405,Colombia,Americas,Latin America and the Caribbean
Arauca,7.08471,-70.75908,CO,03,America/Bogota,69264,Colombia,Americas,Latin America and the Caribbean
Apartado,7.88299,-76.62587,CO,02,America/Bogota,86438,Colombia,Americas,Latin America and the Caribbean
Aguachica,8.30844,-73.6166,CO,10,America/Bogota,73360,Colombia,Americas,Latin America and the Caribbean
Agustin Codazzi,10.03672,-73.23558,CO,10,America/Bogota,51478,Colombia,Americas,Latin America and the Caribbean
San Jose,9.93333,-84.08333,CR,08,America/Costa_Rica,335007,Costa Rica,Americas,Latin America and the Caribbean
San Francisco,9.99299,-84.12934,CR,04,America/Costa_Rica,55923,Costa Rica,Americas,Latin America and the Caribbean
Puerto Limon,9.99286,-83.03053,CR,06,America/Costa_Rica,63081,Costa Rica,Americas,Latin America and the Caribbean
Trinidad,21.80194,-79.98417,CU,14,America/Havana,60206,Cuba,Americas,Latin America and the Caribbean
Santiago de Cuba,20.02472,-75.82194,CU,15,America/Havana,555865,Cuba,Americas,Latin America and the Caribbean
Santa Clara,22.4,-79.96667,CU,16,America/Havana,250512,Cuba,Americas,Latin America and the Caribbean
San Miguel del Padron,23.06639,-82.29472,CU,02,America/Havana,159273,Cuba,Americas,Latin America and the Caribbean
San Luis,20.1875,-75.85083,CU,15,America/Havana,67293,Cuba,Americas,Latin America and the Caribbean
San Jose de las Lajas,22.96139,-82.15111,CU,MA,America/Havana,54847,Cuba,Americas,Latin America and the Caribbean
Sancti Spiritus,21.92972,-79.4425,CU,14,America/Havana,127069,Cuba,Americas,Latin America and the Caribbean
San Cristobal,22.71417,-83.04806,CU,AR,America/Havana,59579,Cuba,Americas,Latin America and the Caribbean
Sagua la Grande,22.80667,-80.07556,CU,16,America/Havana,62073,Cuba,Americas,Latin America and the Caribbean
Puerto Padre,21.19449,-76.60355,CU,13,America/Havana,76838,Cuba,Americas,Latin America and the Caribbean
Placetas,22.31194,-79.65333,CU,16,America/Havana,55408,Cuba,Americas,Latin America and the Caribbean
Pinar del Rio,22.4175,-83.69806,CU,01,America/Havana,186990,Cuba,Americas,Latin America and the Caribbean
Palma Soriano,20.21238,-75.99843,CU,15,America/Havana,102826,Cuba,Americas,Latin America and the Caribbean
Nuevitas,21.54528,-77.26444,CU,05,America/Havana,54022,Cuba,Americas,Latin America and the Caribbean
Moron,22.10944,-78.6275,CU,07,America/Havana,66060,Cuba,Americas,Latin America and the Caribbean
Moa,20.65694,-74.94028,CU,12,America/Havana,92852,Cuba,Americas,Latin America and the Caribbean
Matanzas,23.04111,-81.5775,CU,03,America/Havana,146733,Cuba,Americas,Latin America and the Caribbean
Manzanillo,20.34333,-77.11667,CU,09,America/Havana,128188,Cuba,Americas,Latin America and the Caribbean
Las Tunas,20.96167,-76.95111,CU,13,America/Havana,203684,Cuba,Americas,Latin America and the Caribbean
Havana,23.13302,-82.38304,CU,02,America/Havana,2163824,Cuba,Americas,Latin America and the Caribbean
Jesus Menendez,21.16,-76.47889,CU,13,America/Havana,51002,Cuba,Americas,Latin America and the Caribbean
Jaguey Grande,22.52694,-81.12861,CU,03,America/Havana,54363,Cuba,Americas,Latin America and the Caribbean
Holguin,20.88722,-76.26306,CU,12,America/Havana,319102,Cuba,Americas,Latin America and the Caribbean
Guira de Melena,22.79274,-82.50823,CU,AR,America/Havana,69879,Cuba,Americas,Latin America and the Caribbean
Gueines,22.83611,-82.02806,CU,11,America/Havana,68935,Cuba,Americas,Latin America and the Caribbean
Guantanamo,20.14444,-75.20917,CU,10,America/Havana,272801,Cuba,Americas,Latin America and the Caribbean
Guanabacoa,23.12389,-82.30028,CU,02,America/Havana,112964,Cuba,Americas,Latin America and the Caribbean
Florida,21.52472,-78.22583,CU,05,America/Havana,63007,Cuba,Americas,Latin America and the Caribbean
Corralillo,22.98194,-80.58556,CU,16,America/Havana,51881,Cuba,Americas,Latin America and the Caribbean
Contramaestre,20.29778,-76.24139,CU,15,America/Havana,70438,Cuba,Americas,Latin America and the Caribbean
Consolacion del Sur,22.50528,-83.51095,CU,01,America/Havana,69857,Cuba,Americas,Latin America and the Caribbean
Colon,22.71917,-80.90583,CU,03,America/Havana,63882,Cuba,Americas,Latin America and the Caribbean
Cienfuegos,22.14611,-80.43556,CU,08,America/Havana,186644,Cuba,Americas,Latin America and the Caribbean
Ciego de Avila,21.84,-78.76194,CU,07,America/Havana,142027,Cuba,Americas,Latin America and the Caribbean
Cerro,23.10861,-82.37778,CU,02,America/Havana,132351,Cuba,Americas,Latin America and the Caribbean
Cardenas,23.0375,-81.20472,CU,03,America/Havana,98515,Cuba,Americas,Latin America and the Caribbean
Camaguey,21.38083,-77.91694,CU,05,America/Havana,347562,Cuba,Americas,Latin America and the Caribbean
Bayamo,20.37917,-76.64333,CU,09,America/Havana,192632,Cuba,Americas,Latin America and the Caribbean
Bartolome Maso,20.16303,-76.94443,CU,09,America/Havana,53024,Cuba,Americas,Latin America and the Caribbean
Banes,20.9625,-75.71861,CU,12,America/Havana,53104,Cuba,Americas,Latin America and the Caribbean
Artemisa,22.81306,-82.76194,CU,AR,America/Havana,68073,Cuba,Americas,Latin America and the Caribbean
Arroyo Naranjo,23.03611,-82.37167,CU,02,America/Havana,210053,Cuba,Americas,Latin America and the Caribbean
Alamar,23.15833,-82.27694,CU,02,America/Havana,100000,Cuba,Americas,Latin America and the Caribbean
Habana del Este,23.15917,-82.33056,CU,02,America/Havana,178041,Cuba,Americas,Latin America and the Caribbean
Centro Habana,23.13833,-82.36417,CU,02,America/Havana,158151,Cuba,Americas,Latin America and the Caribbean
La Habana Vieja,23.13028,-82.35306,CU,02,America/Havana,95383,Cuba,Americas,Latin America and the Caribbean
Arroyo Naranjo,23.0144,-82.3031,CU,02,America/Havana,210053,Cuba,Americas,Latin America and the Caribbean
Boyeros,23.0072,-82.4017,CU,02,America/Havana,188593,Cuba,Americas,Latin America and the Caribbean
Diez de Octubre,23.0881,-82.3597,CU,02,America/Havana,227293,Cuba,Americas,Latin America and the Caribbean
Praia,14.93152,-23.51254,CV,14,Atlantic/Cape_Verde,113364,Cabo Verde,Africa,Sub-Saharan Africa
Mindelo,16.89014,-24.98042,CV,11,Atlantic/Cape_Verde,70611,Cabo Verde,Africa,Sub-Saharan Africa
Willemstad,12.1084,-68.93354,CW,NA,America/Curacao,125000,Curaçao,Americas,Latin America and the Caribbean
Nicosia,35.16667,33.36667,CY,04,Asia/Nicosia,200452,Cyprus,Asia,Western Asia
Limassol,34.675,33.03333,CY,05,Asia/Nicosia,154000,Cyprus,Asia,Western Asia
Larnaca,34.91667,33.62917,CY,03,Asia/Nicosia,72000,Cyprus,Asia,Western Asia
Zlin,49.22645,17.67065,CZ,90,Europe/Prague,78759,Czechia,Europe,Eastern Europe
Usti nad Labem,50.6607,14.03227,CZ,89,Europe/Prague,94105,Czechia,Europe,Eastern Europe
Teplice,50.6404,13.82451,CZ,89,Europe/Prague,51223,Czechia,Europe,Eastern Europe
Prague,50.08804,14.42076,CZ,52,Europe/Prague,1165581,Czechia,Europe,Eastern Europe
Plzen,49.74747,13.37759,CZ,87,Europe/Prague,164180,Czechia,Europe,Eastern Europe
Pardubice,50.04075,15.77659,CZ,86,Europe/Prague,88741,Czechia,Europe,Eastern Europe
Ostrava,49.83465,18.28204,CZ,85,Europe/Prague,313088,Czechia,Europe,Eastern Europe
Opava,49.93866,17.90257,CZ,85,Europe/Prague,60252,Czechia,Europe,Eastern Europe
Olomouc,49.59552,17.25175,CZ,84,Europe/Prague,101268,Czechia,Europe,Eastern Europe
Most,50.50301,13.63617,CZ,89,Europe/Prague,67905,Czechia,Europe,Eastern Europe
Liberec,50.76711,15.05619,CZ,83,Europe/Prague,97770,Czechia,Europe,Eastern Europe
Kladno,50.14734,14.10285,CZ,88,Europe/Prague,70003,Czechia,Europe,Eastern Europe
Karvina,49.854,18.54169,CZ,85,Europe/Prague,63677,Czechia,Europe,Eastern Europe
Karlovy Vary,50.23271,12.87117,CZ,81,Europe/Prague,51807,Czechia,Europe,Eastern Europe
Jihlava,49.3961,15.59124,CZ,80,Europe/Prague,50100,Czechia,Europe,Eastern Europe
Hradec Kralove,50.20923,15.83277,CZ,82,Europe/Prague,95195,Czechia,Europe,Eastern Europe
Havirov,49.77984,18.43688,CZ,85,Europe/Prague,82768,Czechia,Europe,Eastern Europe
Frydek-Mistek,49.68333,18.35,CZ,85,Europe/Prague,59416,Czechia,Europe,Eastern Europe
Decin,50.78215,14.21478,CZ,89,Europe/Prague,52058,Czechia,Europe,Eastern Europe
Chomutov,50.46048,13.41779,CZ,89,Europe/Prague,50251,Czechia,Europe,Eastern Europe
Ceske Budejovice,48.97447,14.47434,CZ,79,Europe/Prague,96053,Czechia,Europe,Eastern Europe
Brno,49.19522,16.60796,CZ,78,Europe/Prague,369559,Czechia,Europe,Eastern Europe
Zwickau,50.72724,12.48839,DE,13,Europe/Berlin,98796,Germany,Europe,Western Europe
Zehlendorf Bezirk,52.43333,13.25,DE,16,Europe/Berlin,58469,Germany,Europe,Western Europe
Wuerzburg,49.78778,9.93611,DE,02,Europe/Berlin,133731,Germany,Europe,Western Europe
Wuppertal,51.27027,7.16755,DE,07,Europe/Berlin,360797,Germany,Europe,Western Europe
Worms,49.63278,8.35916,DE,08,Europe/Berlin,81099,Germany,Europe,Western Europe
Wolfsburg,52.42452,10.7815,DE,06,Europe/Berlin,123064,Germany,Europe,Western Europe
Wolfenbuttel,52.16442,10.54095,DE,06,Europe/Berlin,54740,Germany,Europe,Western Europe
Witten,51.44362,7.35258,DE,07,Europe/Berlin,101247,Germany,Europe,Western Europe
Winterhude,53.6,10,DE,04,Europe/Berlin,51297,Germany,Europe,Western Europe
Wilmersdorf Bezirk,52.48333,13.31667,DE,16,Europe/Berlin,94113,Germany,Europe,Western Europe
Willich,51.26371,6.54734,DE,07,Europe/Berlin,51843,Germany,Europe,Western Europe
Wilhelmshaven,53.52998,8.11253,DE,06,Europe/Berlin,84393,Germany,Europe,Western Europe
Wiesbaden,50.08258,8.24932,DE,05,Europe/Berlin,272432,Germany,Europe,Western Europe
Wetzlar,50.56109,8.50495,DE,05,Europe/Berlin,52656,Germany,Europe,Western Europe
Wesel,51.6669,6.62037,DE,07,Europe/Berlin,61685,Germany,Europe,Western Europe
Weimar,50.9803,11.32903,DE,15,Europe/Berlin,64727,Germany,Europe,Western Europe
Wedding Bezirk,52.55,13.36667,DE,16,Europe/Berlin,78290,Germany,Europe,Western Europe
Waiblingen,48.83241,9.31641,DE,01,Europe/Berlin,52945,Germany,Europe,Western Europe
Villingen-Schwenningen,48.06226,8.49358,DE,01,Europe/Berlin,81770,Germany,Europe,Western Europe
Viersen,51.25435,6.39441,DE,07,Europe/Berlin,76153,Germany,Europe,Western Europe
Velbert,51.33536,7.04348,DE,07,Europe/Berlin,87669,Germany,Europe,Western Europe
Unna,51.53794,7.68969,DE,07,Europe/Berlin,66734,Germany,Europe,Western Europe
Ulm,48.39841,9.99155,DE,01,Europe/Berlin,120451,Germany,Europe,Western Europe
Tuebingen,48.52266,9.05222,DE,01,Europe/Berlin,83416,Germany,Europe,Western Europe
Troisdorf,50.80901,7.14968,DE,07,Europe/Berlin,74749,Germany,Europe,Western Europe
Trier,49.75565,6.63935,DE,08,Europe/Berlin,100129,Germany,Europe,Western Europe
Tempelhof Bezirk,52.46667,13.4,DE,16,Europe/Berlin,56669,Germany,Europe,Western Europe
Stuttgart,48.78232,9.17702,DE,01,Europe/Berlin,589793,Germany,Europe,Western Europe
Stralsund,54.30911,13.0818,DE,12,Europe/Berlin,58976,Germany,Europe,Western Europe
Stolberg,50.77368,6.22595,DE,07,Europe/Berlin,58874,Germany,Europe,Western Europe
Steglitz Bezirk,52.45606,13.332,DE,16,Europe/Berlin,72464,Germany,Europe,Western Europe
Speyer,49.32083,8.43111,DE,08,Europe/Berlin,50343,Germany,Europe,Western Europe
Solingen,51.17343,7.0845,DE,07,Europe/Berlin,164359,Germany,Europe,Western Europe
Sindelfingen,48.7,9.01667,DE,01,Europe/Berlin,61311,Germany,Europe,Western Europe
Siegen,50.87482,8.02431,DE,07,Europe/Berlin,107242,Germany,Europe,Western Europe
Schwerte,51.44387,7.5675,DE,07,Europe/Berlin,50399,Germany,Europe,Western Europe
Schwerin,53.62937,11.41316,DE,12,Europe/Berlin,96641,Germany,Europe,Western Europe
Schweinfurt,50.04937,10.22175,DE,02,Europe/Berlin,54012,Germany,Europe,Western Europe
Schwabisch Gmund,48.79947,9.79809,DE,01,Europe/Berlin,61338,Germany,Europe,Western Europe
Schoneberg Bezirk,52.46667,13.35,DE,16,Europe/Berlin,115976,Germany,Europe,Western Europe
Sankt Augustin,50.77538,7.197,DE,07,Europe/Berlin,56094,Germany,Europe,Western Europe
Saarbrucken,49.2354,6.98165,DE,09,Europe/Berlin,181227,Germany,Europe,Western Europe
Russelsheim,49.98955,8.42251,DE,05,Europe/Berlin,59730,Germany,Europe,Western Europe
Rostock,54.0887,12.14049,DE,12,Europe/Berlin,198293,Germany,Europe,Western Europe
Rosenheim,47.85637,12.12247,DE,02,Europe/Berlin,60167,Germany,Europe,Western Europe
Rheine,52.28509,7.44055,DE,07,Europe/Berlin,76491,Germany,Europe,Western Europe
Reutlingen,48.49144,9.20427,DE,01,Europe/Berlin,112627,Germany,Europe,Western Europe
Remscheid,51.17983,7.1925,DE,07,Europe/Berlin,117118,Germany,Europe,Western Europe
Berlin Reinickendorf,52.56667,13.33333,DE,16,Europe/Berlin,241756,Germany,Europe,Western Europe
Regensburg,49.015,12.09556,DE,02,Europe/Berlin,129151,Germany,Europe,Western Europe
Recklinghausen,51.61379,7.19738,DE,07,Europe/Berlin,122438,Germany,Europe,Western Europe
Ratingen,51.29724,6.84929,DE,07,Europe/Berlin,91606,Germany,Europe,Western Europe
