asciiname,lat,lon,country,admin_code,tz,population,country_name,region,sub_region
Bellevue,41.13667,-95.89084,US,NE,America/Chicago,50137,United States of America,Americas,Northern America
Lincoln,40.8,-96.66696,US,NE,America/Chicago,258379,United States of America,Americas,Northern America
Omaha,41.25861,-95.93779,US,NE,America/Chicago,408958,United States of America,Americas,Northern America
Manchester,42.99564,-71.45479,US,NH,America/New_York,109565,United States of America,Americas,Northern America
Nashua,42.76537,-71.46757,US,NH,America/New_York,86494,United States of America,Americas,Northern America
Bayonne,40.66871,-74.11431,US,NJ,America/New_York,63024,United States of America,Americas,Northern America
Clifton,40.85843,-74.16376,US,NJ,America/New_York,84136,United States of America,Americas,Northern America
East Orange,40.76732,-74.20487,US,NJ,America/New_York,64270,United States of America,Americas,Northern America
Edison,40.51872,-74.4121,US,NJ,America/New_York,102548,United States of America,Americas,Northern America
Elizabeth,40.66399,-74.2107,US,NJ,America/New_York,124969,United States of America,Americas,Northern America
Hoboken,40.74399,-74.03236,US,NJ,America/New_York,50005,United States of America,Americas,Northern America
Irvington,40.73232,-74.23487,US,NJ,America/New_York,61323,United States of America,Americas,Northern America
Jersey City,40.72816,-74.07764,US,NJ,America/New_York,247597,United States of America,Americas,Northern America
Lakewood,40.09789,-74.21764,US,NJ,America/New_York,53805,United States of America,Americas,Northern America
New Brunswick,40.48622,-74.45182,US,NJ,America/New_York,55181,United States of America,Americas,Northern America
Newark,40.73566,-74.17237,US,NJ,America/New_York,277140,United States of America,Americas,Northern America
North Bergen,40.80427,-74.01208,US,NJ,America/New_York,63484,United States of America,Americas,Northern America
Parsippany,40.85788,-74.42599,US,NJ,America/New_York,51144,United States of America,Americas,Northern America
Passaic,40.85677,-74.12848,US,NJ,America/New_York,69781,United States of America,Americas,Northern America
Paterson,40.91677,-74.17181,US,NJ,America/New_York,146199,United States of America,Americas,Northern America
Perth Amboy,40.50677,-74.26542,US,NJ,America/New_York,50814,United States of America,Americas,Northern America
Piscataway,40.49927,-74.39904,US,NJ,America/New_York,56044,United States of America,Americas,Northern America
Trenton,40.21705,-74.74294,US,NJ,America/New_York,84913,United States of America,Americas,Northern America
Union,40.6976,-74.2632,US,NJ,America/New_York,56771,United States of America,Americas,Northern America
Union City,40.77955,-74.02375,US,NJ,America/New_York,66455,United States of America,Americas,Northern America
Wayne,40.92538,-74.27654,US,NJ,America/New_York,57915,United States of America,Americas,Northern America
Albany,42.65258,-73.75623,US,NY,America/New_York,97856,United States of America,Americas,Northern America
Amherst,42.97839,-78.79976,US,NY,America/New_York,122366,United States of America,Americas,Northern America
Bensonhurst,40.60177,-73.99403,US,NY,America/New_York,60000,United States of America,Americas,Northern America
Brentwood,40.78121,-73.24623,US,NY,America/New_York,60664,United States of America,Americas,Northern America
Borough of Bronx,40.849850000000004,-73.86641,US,NY,America/New_York,1385108,United States of America,Americas,Northern America
Brooklyn,40.6501,-73.94958,US,NY,America/New_York,2300664,United States of America,Americas,Northern America
Buffalo,42.88645,-78.87837,US,NY,America/New_York,261310,United States of America,Americas,Northern America
Cheektowaga,42.90339,-78.75475,US,NY,America/New_York,75178,United States of America,Americas,Northern America
Coney Island,40.57788,-73.99403,US,NY,America/New_York,60000,United States of America,Americas,Northern America
East New York,40.66677,-73.88236,US,NY,America/New_York,173198,United States of America,Americas,Northern America
Greenburgh,41.03288,-73.84291,US,NY,America/New_York,86764,United States of America,Americas,Northern America
Hempstead,40.70621,-73.61874,US,NY,America/New_York,53891,United States of America,Americas,Northern America
Irondequoit,43.2134,-77.57972,US,NY,America/New_York,51692,United States of America,Americas,Northern America
Jamaica,40.69149,-73.80569,US,NY,America/New_York,216866,United States of America,Americas,Northern America
Levittown,40.72593,-73.51429,US,NY,America/New_York,51881,United States of America,Americas,Northern America
Manhattan,40.78343,-73.96625,US,NY,America/New_York,1487536,United States of America,Americas,Northern America
Mount Vernon,40.9126,-73.83708,US,NY,America/New_York,67292,United States of America,Americas,Northern America
New Rochelle,40.91149,-73.78235,US,NY,America/New_York,77062,United States of America,Americas,Northern America
New York City,40.71427,-74.00597,US,NY,America/New_York,8175133,United States of America,Americas,Northern America
Niagara Falls,43.0945,-79.05671,US,NY,America/New_York,50193,United States of America,Americas,Northern America
Borough of Queens,40.68149,-73.83652,US,NY,America/New_York,2272771,United States of America,Americas,Northern America
Rochester,43.15478,-77.61556,US,NY,America/New_York,210565,United States of America,Americas,Northern America
Schenectady,42.81424,-73.93957,US,NY,America/New_York,66135,United States of America,Americas,Northern America
Staten Island,40.56233,-74.13986,US,NY,America/New_York,468730,United States of America,Americas,Northern America
Syracuse,43.04812,-76.14742,US,NY,America/New_York,145170,United States of America,Americas,Northern America
Troy,42.72841,-73.69179,US,NY,America/New_York,50129,United States of America,Americas,Northern America
Utica,43.1009,-75.23266,US,NY,America/New_York,62235,United States of America,Americas,Northern America
West Albany,42.68313,-73.77845,US,NY,America/New_York,93794,United States of America,Americas,Northern America
White Plains,41.03399,-73.76291,US,NY,America/New_York,56853,United States of America,Americas,Northern America
Yonkers,40.93121,-73.89875,US,NY,America/New_York,195976,United States of America,Americas,Northern America
Akron,41.08144,-81.51901,US,OH,America/New_York,199110,United States of America,Americas,Northern America
Canton,40.79895,-81.37845,US,OH,America/New_York,73007,United States of America,Americas,Northern America
Cleveland,41.4995,-81.69541,US,OH,America/New_York,396815,United States of America,Americas,Northern America
Elyria,41.36838,-82.10765,US,OH,America/New_York,54533,United States of America,Americas,Northern America
Lakewood,41.48199,-81.79819,US,OH,America/New_York,52131,United States of America,Americas,Northern America
Lorain,41.45282,-82.18237,US,OH,America/New_York,64097,United States of America,Americas,Northern America
Parma,41.40477,-81.72291,US,OH,America/New_York,81601,United States of America,Americas,Northern America
Toledo,41.66394,-83.55521,US,OH,America/New_York,287208,United States of America,Americas,Northern America
Youngstown,41.09978,-80.64952,US,OH,America/New_York,66982,United States of America,Americas,Northern America
Allentown,40.60843,-75.49018,US,PA,America/New_York,118032,United States of America,Americas,Northern America
Bethlehem,40.62593,-75.37046,US,PA,America/New_York,74982,United States of America,Americas,Northern America
Erie,42.12922,-80.08506,US,PA,America/New_York,101786,United States of America,Americas,Northern America
Lancaster,40.03788,-76.30551,US,PA,America/New_York,59322,United States of America,Americas,Northern America
Levittown,40.15511,-74.82877,US,PA,America/New_York,52983,United States of America,Americas,Northern America
Pittsburgh,40.44062,-79.99589,US,PA,America/New_York,305704,United States of America,Americas,Northern America
Reading,40.33565,-75.92687,US,PA,America/New_York,88082,United States of America,Americas,Northern America
Scranton,41.40897,-75.66241,US,PA,America/New_York,76089,United States of America,Americas,Northern America
Cranston,41.77982,-71.43728,US,RI,America/New_York,80387,United States of America,Americas,Northern America
Pawtucket,41.87871,-71.38256,US,RI,America/New_York,71148,United States of America,Americas,Northern America
Providence,41.82399,-71.41283,US,RI,America/New_York,178042,United States of America,Americas,Northern America
Warwick,41.7001,-71.41617,US,RI,America/New_York,82672,United States of America,Americas,Northern America
Sioux Falls,43.54997,-96.70033,US,SD,America/Chicago,153888,United States of America,Americas,Northern America
Appleton,44.26193,-88.41538,US,WI,America/Chicago,72623,United States of America,Americas,Northern America
Eau Claire,44.81135,-91.49849,US,WI,America/Chicago,65883,United States of America,Americas,Northern America
Green Bay,44.51916,-88.01983,US,WI,America/Chicago,104057,United States of America,Americas,Northern America
Janesville,42.68279,-89.01872,US,WI,America/Chicago,63575,United States of America,Americas,Northern America
Kenosha,42.58474,-87.82119,US,WI,America/Chicago,99218,United States of America,Americas,Northern America
La Crosse,43.80136,-91.23958,US,WI,America/Chicago,51320,United States of America,Americas,Northern America
Madison,43.07305,-89.40123,US,WI,America/Chicago,233209,United States of America,Americas,Northern America
Milwaukee,43.0389,-87.90647,US,WI,America/Chicago,594833,United States of America,Americas,Northern America
North La Crosse,43.84635,-91.24819,US,WI,America/Chicago,50470,United States of America,Americas,Northern America
Oshkosh,44.02471,-88.54261,US,WI,America/Chicago,66083,United States of America,Americas,Northern America
Racine,42.72613,-87.78285,US,WI,America/Chicago,78860,United States of America,Americas,Northern America
Waukesha,43.01168,-88.23148,US,WI,America/Chicago,70718,United States of America,Americas,Northern America
West Allis,43.01668,-88.00703,US,WI,America/Chicago,60411,United States of America,Americas,Northern America
Bridgeport,41.16704,-73.20483,US,CT,America/New_York,144229,United States of America,Americas,Northern America
Bristol,41.67176,-72.94927,US,CT,America/New_York,60477,United States of America,Americas,Northern America
Buckeye,33.37032,-112.58378,US,AZ,America/Phoenix,50876,United States of America,Americas,Northern America
Casas Adobes,32.32341,-110.9951,US,AZ,America/Phoenix,66795,United States of America,Americas,Northern America
Catalina Foothills,32.29785,-110.9187,US,AZ,America/Phoenix,50796,United States of America,Americas,Northern America
Chandler,33.30616,-111.84125,US,AZ,America/Phoenix,236123,United States of America,Americas,Northern America
Flagstaff,35.19807,-111.65127,US,AZ,America/Phoenix,65870,United States of America,Americas,Northern America
Gilbert,33.35283,-111.78903,US,AZ,America/Phoenix,208453,United States of America,Americas,Northern America
Glendale,33.53865,-112.18599,US,AZ,America/Phoenix,226721,United States of America,Americas,Northern America
Goodyear,33.43532,-112.35821,US,AZ,America/Phoenix,65275,United States of America,Americas,Northern America
Lake Havasu City,34.4839,-114.32245,US,AZ,America/Phoenix,52527,United States of America,Americas,Northern America
Mesa,33.42227,-111.82264,US,AZ,America/Phoenix,439041,United States of America,Americas,Northern America
Peoria,33.5806,-112.23738,US,AZ,America/Phoenix,154065,United States of America,Americas,Northern America
Phoenix,33.44838,-112.07404,US,AZ,America/Phoenix,1445632,United States of America,Americas,Northern America
Scottsdale,33.50921,-111.89903,US,AZ,America/Phoenix,217385,United States of America,Americas,Northern America
Surprise,33.63059,-112.33322,US,AZ,America/Phoenix,117517,United States of America,Americas,Northern America
Tempe,33.41477,-111.90931,US,AZ,America/Phoenix,161719,United States of America,Americas,Northern America
Tempe Junction,33.41421,-111.94348,US,AZ,America/Phoenix,158368,United States of America,Americas,Northern America
Tucson,32.22174,-110.92648,US,AZ,America/Phoenix,520116,United States of America,Americas,Northern America
Yuma,32.72532,-114.6244,US,AZ,America/Phoenix,93064,United States of America,Americas,Northern America
Alameda,37.76521,-122.24164,US,CA,America/Los_Angeles,73812,United States of America,Americas,Northern America
Alhambra,34.09529,-118.12701,US,CA,America/Los_Angeles,83089,United States of America,Americas,Northern America
Anaheim,33.83529,-117.9145,US,CA,America/Los_Angeles,336265,United States of America,Americas,Northern America
Antioch,38.00492,-121.80579,US,CA,America/Los_Angeles,102372,United States of America,Americas,Northern America
Apple Valley,34.50083,-117.18588,US,CA,America/Los_Angeles,69135,United States of America,Americas,Northern America
Arcadia,34.13973,-118.03534,US,CA,America/Los_Angeles,56364,United States of America,Americas,Northern America
Bakersfield,35.37329,-119.01871,US,CA,America/Los_Angeles,347483,United States of America,Americas,Northern America
Baldwin Park,34.08529,-117.9609,US,CA,America/Los_Angeles,75390,United States of America,Americas,Northern America
Bellflower,33.88168,-118.11701,US,CA,America/Los_Angeles,76616,United States of America,Americas,Northern America
Berkeley,37.87159,-122.27275,US,CA,America/Los_Angeles,112580,United States of America,Americas,Northern America
Boyle Heights,34.0339,-118.20535,US,CA,America/Los_Angeles,92785,United States of America,Americas,Northern America
Brentwood,37.92687,-121.72577,US,CA,America/Los_Angeles,51481,United States of America,Americas,Northern America
Buena Park,33.86751,-117.99812,US,CA,America/Los_Angeles,80530,United States of America,Americas,Northern America
Burbank,34.18084,-118.30897,US,CA,America/Los_Angeles,103340,United States of America,Americas,Northern America
Camarillo,34.21639,-119.0376,US,CA,America/Los_Angeles,65201,United States of America,Americas,Northern America
Canoga Park,34.20112,-118.59814,US,CA,America/Los_Angeles,60578,United States of America,Americas,Northern America
Carlsbad,33.15809,-117.35059,US,CA,America/Los_Angeles,105328,United States of America,Americas,Northern America
Carmichael,38.61713,-121.32828,US,CA,America/Los_Angeles,61762,United States of America,Americas,Northern America
Carson,33.83141,-118.28202,US,CA,America/Los_Angeles,91714,United States of America,Americas,Northern America
Castro Valley,37.6941,-122.08635,US,CA,America/Los_Angeles,61388,United States of America,Americas,Northern America
Cathedral City,33.77974,-116.46529,US,CA,America/Los_Angeles,51200,United States of America,Americas,Northern America
Chico,39.72849,-121.83748,US,CA,America/Los_Angeles,86187,United States of America,Americas,Northern America
Chino,34.01223,-117.68894,US,CA,America/Los_Angeles,77983,United States of America,Americas,Northern America
Chino Hills,33.9938,-117.75888,US,CA,America/Los_Angeles,74799,United States of America,Americas,Northern America
Chula Vista,32.64005,-117.0842,US,CA,America/Los_Angeles,243916,United States of America,Americas,Northern America
Citrus Heights,38.70712,-121.28106,US,CA,America/Los_Angeles,83301,United States of America,Americas,Northern America
Clovis,36.82523,-119.70292,US,CA,America/Los_Angeles,95631,United States of America,Americas,Northern America
Colton,34.0739,-117.31365,US,CA,America/Los_Angeles,52154,United States of America,Americas,Northern America
Compton,33.89585,-118.22007,US,CA,America/Los_Angeles,96455,United States of America,Americas,Northern America
Concord,37.97798,-122.03107,US,CA,America/Los_Angeles,122067,United States of America,Americas,Northern America
Corona,33.87529,-117.56644,US,CA,America/Los_Angeles,152374,United States of America,Americas,Northern America
Costa Mesa,33.64113,-117.91867,US,CA,America/Los_Angeles,109960,United States of America,Americas,Northern America
Cupertino,37.323,-122.03218,US,CA,America/Los_Angeles,58302,United States of America,Americas,Northern America
Daly City,37.70577,-122.46192,US,CA,America/Los_Angeles,101123,United States of America,Americas,Northern America
Davis,38.54491,-121.74052,US,CA,America/Los_Angeles,65622,United States of America,Americas,Northern America
Delano,35.76884,-119.24705,US,CA,America/Los_Angeles,53041,United States of America,Americas,Northern America
Diamond Bar,34.02862,-117.81034,US,CA,America/Los_Angeles,55544,United States of America,Americas,Northern America
Downey,33.94001,-118.13257,US,CA,America/Los_Angeles,111772,United States of America,Americas,Northern America
East Los Angeles,34.0239,-118.17202,US,CA,America/Los_Angeles,126496,United States of America,Americas,Northern America
El Cajon,32.79477,-116.96253,US,CA,America/Los_Angeles,99478,United States of America,Americas,Northern America
El Monte,34.06862,-118.02757,US,CA,America/Los_Angeles,113475,United States of America,Americas,Northern America
Elk Grove,38.4088,-121.37162,US,CA,America/Los_Angeles,153015,United States of America,Americas,Northern America
Encinitas,33.03699,-117.29198,US,CA,America/Los_Angeles,59518,United States of America,Americas,Northern America
Escondido,33.11921,-117.08642,US,CA,America/Los_Angeles,143911,United States of America,Americas,Northern America
Fairfield,38.24936,-122.03997,US,CA,America/Los_Angeles,105321,United States of America,Americas,Northern America
Folsom,38.67796,-121.17606,US,CA,America/Los_Angeles,72203,United States of America,Americas,Northern America
Fontana,34.09223,-117.43505,US,CA,America/Los_Angeles,196069,United States of America,Americas,Northern America
Fountain Valley,33.70918,-117.95367,US,CA,America/Los_Angeles,55313,United States of America,Americas,Northern America
Fremont,37.54827,-121.98857,US,CA,America/Los_Angeles,214089,United States of America,Americas,Northern America
Fresno,36.74773,-119.77237,US,CA,America/Los_Angeles,494665,United States of America,Americas,Northern America
Fullerton,33.87029,-117.92534,US,CA,America/Los_Angeles,135161,United States of America,Americas,Northern America
Garden Grove,33.77391,-117.94145,US,CA,America/Los_Angeles,170883,United States of America,Americas,Northern America
Gardena,33.88835,-118.30896,US,CA,America/Los_Angeles,58829,United States of America,Americas,Northern America
Glendale,34.14251,-118.25508,US,CA,America/Los_Angeles,191719,United States of America,Americas,Northern America
Glendora,34.13612,-117.86534,US,CA,America/Los_Angeles,50073,United States of America,Americas,Northern America
Hacienda Heights,33.99307,-117.96868,US,CA,America/Los_Angeles,54038,United States of America,Americas,Northern America
Hanford,36.32745,-119.64568,US,CA,America/Los_Angeles,53967,United States of America,Americas,Northern America
Hawthorne,33.9164,-118.35257,US,CA,America/Los_Angeles,84293,United States of America,Americas,Northern America
Hayward,37.66882,-122.0808,US,CA,America/Los_Angeles,144186,United States of America,Americas,Northern America
Hemet,33.74752,-116.97197,US,CA,America/Los_Angeles,78657,United States of America,Americas,Northern America
Hesperia,34.42639,-117.30088,US,CA,America/Los_Angeles,90173,United States of America,Americas,Northern America
Highland,34.12834,-117.20865,US,CA,America/Los_Angeles,53104,United States of America,Americas,Northern America
Hollywood,34.09834,-118.32674,US,CA,America/Los_Angeles,167664,United States of America,Americas,Northern America
Huntington Beach,33.6603,-117.99923,US,CA,America/Los_Angeles,189992,United States of America,Americas,Northern America
Huntington Park,33.98168,-118.22507,US,CA,America/Los_Angeles,58114,United States of America,Americas,Northern America
Indio,33.72058,-116.21556,US,CA,America/Los_Angeles,76036,United States of America,Americas,Northern America
Inglewood,33.96168,-118.35313,US,CA,America/Los_Angeles,109673,United States of America,Americas,Northern America
Irvine,37.68187,-121.76801,US,CA,America/Los_Angeles,80968,United States of America,Americas,Northern America
Lodi,38.1302,-121.27245,US,CA,America/Los_Angeles,62134,United States of America,Americas,Northern America
Long Beach,33.76696,-118.18923,US,CA,America/Los_Angeles,462257,United States of America,Americas,Northern America
Los Angeles,34.05223,-118.24368,US,CA,America/Los_Angeles,3792621,United States of America,Americas,Northern America
Lynwood,33.93029,-118.21146,US,CA,America/Los_Angeles,69772,United States of America,Americas,Northern America
Madera,36.96134,-120.06072,US,CA,America/Los_Angeles,61416,United States of America,Americas,Northern America
Manteca,37.79743,-121.21605,US,CA,America/Los_Angeles,67096,United States of America,Americas,Northern America
Menifee,33.72835,-117.14642,US,CA,America/Los_Angeles,77519,United States of America,Americas,Northern America
Merced,37.30216,-120.48297,US,CA,America/Los_Angeles,78958,United States of America,Americas,Northern America
Milpitas,37.42827,-121.90662,US,CA,America/Los_Angeles,66790,United States of America,Americas,Northern America
Mission Viejo,33.60002,-117.672,US,CA,America/Los_Angeles,93305,United States of America,Americas,Northern America
Modesto,37.6391,-120.99688,US,CA,America/Los_Angeles,201165,United States of America,Americas,Northern America
Montebello,34.00946,-118.10535,US,CA,America/Los_Angeles,62500,United States of America,Americas,Northern America
Monterey Park,34.06251,-118.12285,US,CA,America/Los_Angeles,60269,United States of America,Americas,Northern America
Moreno Valley,33.93752,-117.23059,US,CA,America/Los_Angeles,193365,United States of America,Americas,Northern America
Mountain View,37.38605,-122.08385,US,CA,America/Los_Angeles,74066,United States of America,Americas,Northern America
Murrieta,33.55391,-117.21392,US,CA,America/Los_Angeles,103466,United States of America,Americas,Northern America
Napa,38.29714,-122.28553,US,CA,America/Los_Angeles,76915,United States of America,Americas,Northern America
National City,32.67811,-117.0992,US,CA,America/Los_Angeles,58582,United States of America,Americas,Northern America
Newport Beach,33.61891,-117.92895,US,CA,America/Los_Angeles,85186,United States of America,Americas,Northern America
North Glendale,34.16056,-118.26452,US,CA,America/Los_Angeles,203201,United States of America,Americas,Northern America
North Hollywood,34.17223,-118.37897,US,CA,America/Los_Angeles,77848,United States of America,Americas,Northern America
Northridge,34.22834,-118.53675,US,CA,America/Los_Angeles,68469,United States of America,Americas,Northern America
Norwalk,33.90224,-118.08173,US,CA,America/Los_Angeles,105549,United States of America,Americas,Northern America
Novato,38.10742,-122.5697,US,CA,America/Los_Angeles,51904,United States of America,Americas,Northern America
Oakland,37.80437,-122.2708,US,CA,America/Los_Angeles,390724,United States of America,Americas,Northern America
Oceanside,33.19587,-117.37948,US,CA,America/Los_Angeles,167086,United States of America,Americas,Northern America
Ontario,34.06334,-117.65089,US,CA,America/Los_Angeles,163924,United States of America,Americas,Northern America
Orange,33.78779,-117.85311,US,CA,America/Los_Angeles,136416,United States of America,Americas,Northern America
Oxnard,34.1975,-119.17705,US,CA,America/Los_Angeles,197899,United States of America,Americas,Northern America
Oxnard Shores,34.19084,-119.2415,US,CA,America/Los_Angeles,187235,United States of America,Americas,Northern America
Palmdale,34.57943,-118.11646,US,CA,America/Los_Angeles,152750,United States of America,Americas,Northern America
Palo Alto,37.44188,-122.14302,US,CA,America/Los_Angeles,64403,United States of America,Americas,Northern America
Paramount,33.88946,-118.15979,US,CA,America/Los_Angeles,54098,United States of America,Americas,Northern America
Pasadena,34.14778,-118.14452,US,CA,America/Los_Angeles,137122,United States of America,Americas,Northern America
Perris,33.78252,-117.22865,US,CA,America/Los_Angeles,68386,United States of America,Americas,Northern America
Petaluma,38.23242,-122.63665,US,CA,America/Los_Angeles,57941,United States of America,Americas,Northern America
Pico Rivera,33.98307,-118.09674,US,CA,America/Los_Angeles,62942,United States of America,Americas,Northern America
Pittsburg,38.02798,-121.88468,US,CA,America/Los_Angeles,63264,United States of America,Americas,Northern America
Placentia,33.87224,-117.87034,US,CA,America/Los_Angeles,50533,United States of America,Americas,Northern America
Pleasanton,37.66243,-121.87468,US,CA,America/Los_Angeles,70285,United States of America,Americas,Northern America
Pomona,34.05529,-117.75228,US,CA,America/Los_Angeles,149058,United States of America,Americas,Northern America
Porterville,36.06523,-119.01677,US,CA,America/Los_Angeles,54165,United States of America,Americas,Northern America
Rancho Cordova,38.58907,-121.30273,US,CA,America/Los_Angeles,64776,United States of America,Americas,Northern America
Rancho Cucamonga,34.1064,-117.59311,US,CA,America/Los_Angeles,165269,United States of America,Americas,Northern America
Redlands,34.05557,-117.18254,US,CA,America/Los_Angeles,68747,United States of America,Americas,Northern America
Redondo Beach,33.84918,-118.38841,US,CA,America/Los_Angeles,66748,United States of America,Americas,Northern America
Redwood City,37.48522,-122.23635,US,CA,America/Los_Angeles,76815,United States of America,Americas,Northern America
Rialto,34.1064,-117.37032,US,CA,America/Los_Angeles,99171,United States of America,Americas,Northern America
Richmond,37.93576,-122.34775,US,CA,America/Los_Angeles,103701,United States of America,Americas,Northern America
Riverside,33.95335,-117.39616,US,CA,America/Los_Angeles,303871,United States of America,Americas,Northern America
Rocklin,38.79073,-121.23578,US,CA,America/Los_Angeles,56974,United States of America,Americas,Northern America
Rosemead,34.08057,-118.07285,US,CA,America/Los_Angeles,53764,United States of America,Americas,Northern America
Roseville,38.75212,-121.28801,US,CA,America/Los_Angeles,118788,United States of America,Americas,Northern America
Sacramento,38.58157,-121.4944,US,CA,America/Los_Angeles,466488,United States of America,Americas,Northern America
Salinas,36.67774,-121.6555,US,CA,America/Los_Angeles,150441,United States of America,Americas,Northern America
San Bernardino,34.10834,-117.28977,US,CA,America/Los_Angeles,209924,United States of America,Americas,Northern America
San Clemente,33.42697,-117.61199,US,CA,America/Los_Angeles,63522,United States of America,Americas,Northern America
San Diego,32.71533,-117.15726,US,CA,America/Los_Angeles,1307402,United States of America,Americas,Northern America
San Francisco,37.77493,-122.41942,US,CA,America/Los_Angeles,805235,United States of America,Americas,Northern America
San Jose,37.33939,-121.89496,US,CA,America/Los_Angeles,945942,United States of America,Americas,Northern America
San Leandro,37.72493,-122.15608,US,CA,America/Los_Angeles,84950,United States of America,Americas,Northern America
San Marcos,33.14337,-117.16614,US,CA,America/Los_Angeles,83781,United States of America,Americas,Northern America
San Mateo,37.56299,-122.32553,US,CA,America/Los_Angeles,97207,United States of America,Americas,Northern America
San Pedro,33.73585,-118.29229,US,CA,America/Los_Angeles,78405,United States of America,Americas,Northern America
San Rafael,37.97353,-122.53109,US,CA,America/Los_Angeles,57713,United States of America,Americas,Northern America
San Ramon,37.77993,-121.97802,US,CA,America/Los_Angeles,72148,United States of America,Americas,Northern America
Santa Ana,33.74557,-117.86783,US,CA,America/Los_Angeles,324528,United States of America,Americas,Northern America
Santa Barbara,34.42083,-119.69819,US,CA,America/Los_Angeles,88410,United States of America,Americas,Northern America
Santa Clara,37.35411,-121.95524,US,CA,America/Los_Angeles,116468,United States of America,Americas,Northern America
Santa Clarita,34.39166,-118.54259,US,CA,America/Los_Angeles,176320,United States of America,Americas,Northern America
Santa Cruz,36.97412,-122.0308,US,CA,America/Los_Angeles,59946,United States of America,Americas,Northern America
Santa Maria,34.95303,-120.43572,US,CA,America/Los_Angeles,99553,United States of America,Americas,Northern America
Santa Monica,34.01945,-118.49119,US,CA,America/Los_Angeles,89736,United States of America,Americas,Northern America
Santa Rosa,38.44047,-122.71443,US,CA,America/Los_Angeles,167815,United States of America,Americas,Northern America
Santee,32.83838,-116.97392,US,CA,America/Los_Angeles,53413,United States of America,Americas,Northern America
Sherman Oaks,34.15112,-118.44925,US,CA,America/Los_Angeles,52677,United States of America,Americas,Northern America
Simi Valley,34.26945,-118.78148,US,CA,America/Los_Angeles,124237,United States of America,Americas,Northern America
South Gate,33.95474,-118.21202,US,CA,America/Los_Angeles,94396,United States of America,Americas,Northern America
South San Francisco,37.65466,-122.40775,US,CA,America/Los_Angeles,63632,United States of America,Americas,Northern America
South Whittier,33.96085,-118.04173,US,CA,America/Los_Angeles,57156,United States of America,Americas,Northern America
Stockton,37.9577,-121.29078,US,CA,America/Los_Angeles,291707,United States of America,Americas,Northern America
Sunnyvale,37.36883,-122.03635,US,CA,America/Los_Angeles,140081,United States of America,Americas,Northern America
Temecula,33.49364,-117.14836,US,CA,America/Los_Angeles,100097,United States of America,Americas,Northern America
Thousand Oaks,34.17056,-118.83759,US,CA,America/Los_Angeles,126683,United States of America,Americas,Northern America
Torrance,33.83585,-118.34063,US,CA,America/Los_Angeles,145438,United States of America,Americas,Northern America
Tracy,37.73965,-121.42522,US,CA,America/Los_Angeles,82922,United States of America,Americas,Northern America
Tulare,36.20773,-119.34734,US,CA,America/Los_Angeles,59278,United States of America,Americas,Northern America
Turlock,37.49466,-120.84659,US,CA,America/Los_Angeles,68549,United States of America,Americas,Northern America
Tustin,33.74585,-117.82617,US,CA,America/Los_Angeles,75540,United States of America,Americas,Northern America
Union City,37.59577,-122.01913,US,CA,America/Los_Angeles,69516,United States of America,Americas,Northern America
Universal City,34.1389,-118.35341,US,CA,America/Los_Angeles,105000,United States of America,Americas,Northern America
Upland,34.09751,-117.64839,US,CA,America/Los_Angeles,73732,United States of America,Americas,Northern America
Vacaville,38.35658,-121.98774,US,CA,America/Los_Angeles,92428,United States of America,Americas,Northern America
Valencia,34.44361,-118.60953,US,CA,America/Los_Angeles,148456,United States of America,Americas,Northern America
Vallejo,38.10409,-122.25664,US,CA,America/Los_Angeles,115942,United States of America,Americas,Northern America
Van Nuys,34.18667,-118.44897,US,CA,America/Los_Angeles,136443,United States of America,Americas,Northern America
Ventura,34.27834,-119.29317,US,CA,America/Los_Angeles,96769,United States of America,Americas,Northern America
Victorville,34.53611,-117.29116,US,CA,America/Los_Angeles,115903,United States of America,Americas,Northern America
Visalia,36.33023,-119.29206,US,CA,America/Los_Angeles,124442,United States of America,Americas,Northern America
Vista,33.20004,-117.24254,US,CA,America/Los_Angeles,93834,United States of America,Americas,Northern America
Walnut Creek,37.90631,-122.06496,US,CA,America/Los_Angeles,64173,United States of America,Americas,Northern America
Watsonville,36.91023,-121.75689,US,CA,America/Los_Angeles,51199,United States of America,Americas,Northern America
West Covina,34.06862,-117.93895,US,CA,America/Los_Angeles,106098,United States of America,Americas,Northern America
Westminster,33.75918,-118.00673,US,CA,America/Los_Angeles,89701,United States of America,Americas,Northern America
Whittier,33.97918,-118.03284,US,CA,America/Los_Angeles,85331,United States of America,Americas,Northern America
Woodland,38.67852,-121.7733,US,CA,America/Los_Angeles,55468,United States of America,Americas,Northern America
Woodland Hills,34.16834,-118.60592,US,CA,America/Los_Angeles,70000,United States of America,Americas,Northern America
Yorba Linda,33.88863,-117.81311,US,CA,America/Los_Angeles,64234,United States of America,Americas,Northern America
Yuba City,39.14045,-121.61691,US,CA,America/Los_Angeles,64925,United States of America,Americas,Northern America
Yucaipa,34.03362,-117.04309,US,CA,America/Los_Angeles,51367,United States of America,Americas,Northern America
Arvada,39.80276,-105.08748,US,CO,America/Denver,106433,United States of America,Americas,Northern America
Aurora,39.72943,-104.83192,US,CO,America/Denver,325078,United States of America,Americas,Northern America
Broomfield,39.92054,-105.08665,US,CO,America/Denver,55889,United States of America,Americas,Northern America
Centennial,39.57916,-104.87692,US,CO,America/Denver,100377,United States of America,Americas,Northern America
